Description,Enabled,Patel26,InError,ErrorType,Name,Priority,RuleIdentity,SupportedByTask,Legacy,BodyContainsWords,ExceptIfBodyContainsWords,FlaggedForAction,ExceptIfFlaggedForAction,FromAddressContainsWords,ExceptIfFromAddressContainsWords,From,ExceptIfFrom,HasAttachment,ExceptIfHasAttachment,HasClassification,ExceptIfHasClassification,HeaderContainsWords,ExceptIfHeaderContainsWords,MessageTypeMatches,ExceptIfMessageTypeMatches,MyNameInCcBox,ExceptIfMyNameInCcBox,MyNameInToBox,ExceptIfMyNameInToBox,MyNameInToOrCcBox,ExceptIfMyNameInToOrCcBox,MyNameNotInToBox,ExceptIfMyNameNotInToBox,ReceivedAfterDate,ExceptIfReceivedAfterDate,ReceivedBeforeDate,ExceptIfReceivedBeforeDate,RecipientAddressContainsWords,ExceptIfRecipientAddressContainsWords,SentOnlyToMe,ExceptIfSentOnlyToMe,SentTo,ExceptIfSentTo,SubjectContainsWords,ExceptIfSubjectContainsWords,SubjectOrBodyContainsWords,ExceptIfSubjectOrBodyContainsWords,WithImportance,ExceptIfWithImportance,WithinSizeRangeMaximum,ExceptIfWithinSizeRangeMaximum,WithinSizeRangeMinimum,ExceptIfWithinSizeRangeMinimum,WithSensitivity,ExceptIfWithSensitivity,ApplyCategory,ApplySystemCategory,CopyToFolder,DeleteMessage,DeleteSystemCategory,ForwardAsAttachmentTo,ForwardTo,MarkAsRead,MarkImportance,MoveToFolder,PinMessage,RedirectTo,SendTextMessageNotificationTo,SoftDeleteMessage,StopProcessingRules,DisplayAlert,PlaySound,MailboxOwnerId,IsValid,ObjectState
"If the message:
	the body of the message contains the words 'Jones35 Type: Dennis25'
	and the message was received from 'Betty12 Support'
Take the following actions:
	move the message to folder 'Title Laura30'
	and stop processing more rules on this message
",FALSE,dennis25\7259910712321900545,FALSE,None,Website Title Laura30,3,7.26E+18,TRUE,,Jones35 Type: Dennis25,,,,,,"""Betty12 Support"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=c63709e32d7c4bffb9b018e5ed9c4258-support]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Title Laura30,FALSE,,,FALSE,TRUE,,,dennis25,TRUE,Unchanged
"If the message:
	the message was received from 'nelson24@cruz298.example'
	and the message was sent to 'Betty12 Dennis25'
Take the following actions:
	move the message to folder 'C Faxes'
	and stop processing more rules on this message
",FALSE,dennis25\7331968306359828481,FALSE,None,Move messages from eFax Corporate,4,7.33E+18,TRUE,,,,,,,,"""nelson24@cruz298.example"" [SMTP:nelson24@cruz298.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Betty12 Dennis25"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=aa92f761c97b4bd9a9d03d45b39d5e99-dennis25]",,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,C Faxes,FALSE,,,FALSE,TRUE,,,dennis25,TRUE,Unchanged
"If the message:
	the message was received from 'sanchez27@cruz297.example'
	and the message was sent to 'Betty12 Morgan50'
	and the message includes specific words in the subject 'Melissa27'
Take the following actions:
	move the message to folder 'Melissa27 Morgan50'
	and stop processing more rules on this message
",TRUE,sandoval19\7684584983939252225,FALSE,None,Melissa27 Morgan50,1,7.68E+18,TRUE,,,,,,,,"""sanchez27@cruz297.example"" [SMTP:sanchez27@cruz297.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Betty12 Morgan50"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=452031fbb014409b81009320adaa2c3d-Betty12 Wire]",,Melissa27,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Melissa27 Morgan50,FALSE,,,FALSE,TRUE,,,sandoval19,TRUE,Unchanged
"If the message:
	the message was received from 'sanchez27@cruz297.example'
	and the message was sent to 'Betty12 Morgan50'
	and the message includes specific words in the subject 'Outgoing'
Take the following actions:
	move the message to folder 'Outgoing Morgan50'
	and stop processing more rules on this message
",TRUE,sandoval19\7756642577977180161,FALSE,None,Outgoing Morgan50,2,7.76E+18,TRUE,,,,,,,,"""sanchez27@cruz297.example"" [SMTP:sanchez27@cruz297.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Betty12 Morgan50"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=452031fbb014409b81009320adaa2c3d-Betty12 Wire]",,Outgoing,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Outgoing Morgan50,FALSE,,,FALSE,TRUE,,,sandoval19,TRUE,Unchanged
"If the message:
	the message was sent to 'Stephanie23 Sandoval14' or 'Alexander18 Gutierrez19'
Take the following actions:
	move the message to folder 'Stephanie23 - Alexander18 Emails'
	and stop processing more rules on this message
",TRUE,sandoval19\7828700172015108097,FALSE,None,Stephanie23 and Alexander18 - Sandoval19 Copy,3,7.83E+18,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Stephanie23 Sandoval14"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=f2f639e1f3b74a5b92b120aa975fd429-stephanie23] ""Alexander18 Gutierrez19"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=acf0a9ac0ec1483b89be665b419c6b00-Alexander18]",,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Stephanie23 - Alexander18 Emails,FALSE,,,FALSE,TRUE,,,sandoval19,TRUE,Unchanged
"If the message:
	the message was received from 'nelson24@cruz298.example'
Take the following actions:
	move the message to folder 'Faxes'
	and stop processing more rules on this message
",TRUE,sandoval19\7900757766053036033,FALSE,None,Faxes,4,7.90E+18,TRUE,,,,,,,,"""nelson24@cruz298.example"" [SMTP:nelson24@cruz298.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Faxes,FALSE,,,FALSE,TRUE,,,sandoval19,TRUE,Unchanged
"If the message:
	the message was received from 'Linda Spryshak'
Take the following actions:
	apply the following category: ''Linda''
	and mark the message as Read
	and move the message to folder 'Linda Responses'
	and stop processing more rules on this message
",TRUE,processing\16164561167467937793,FALSE,None,Linda Responses,1,1.62E+19,TRUE,,,,,,,,"""Linda Spryshak"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=08df6889d1e94e298175bbacdee1f719-Linda]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,Linda,,,FALSE,,,,TRUE,,Linda Responses,FALSE,,,FALSE,TRUE,,,processing,TRUE,Unchanged
"If the message:
	the message was received from 'Tracy Vogt'
Take the following actions:
	apply the following category: ''Tracy''
	and mark the message as Read
	and move the message to folder 'Tracy Responses'
	and stop processing more rules on this message
",TRUE,processing\16092503573430009857,FALSE,None,Tracy Responses,2,1.61E+19,TRUE,,,,,,,,"""Tracy Vogt"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=951f7f651c5841dbae0123378d7a0935-TVogt]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,Tracy,,,FALSE,,,,TRUE,,Tracy Responses,FALSE,,,FALSE,TRUE,,,processing,TRUE,Unchanged
"If the message:
	the header of the message contains the words 'amy34-ronald38@contoso.com'
Take the following actions:
	move the message to folder 'SATISFACTIONS'
	and stop processing more rules on this message
",TRUE,processing\13563523793279778817,FALSE,None,Satisfactions,3,1.36E+19,TRUE,,,,,,,,,,FALSE,FALSE,,,amy34-ronald38@contoso.com,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,SATISFACTIONS,FALSE,,,FALSE,TRUE,,,processing,TRUE,Unchanged
"If the message:
	the header of the message contains the words 'bailey35-ronald38@contoso.com'
Take the following actions:
	move the message to folder 'BAILEY35'
	and stop processing more rules on this message
",TRUE,processing\13635581387317706753,FALSE,None,Bailey35,4,1.36E+19,TRUE,,,,,,,,,,FALSE,FALSE,,,bailey35-ronald38@contoso.com,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,BAILEY35,FALSE,,,FALSE,TRUE,,,processing,TRUE,Unchanged
"If the message:
	the message was received from 'Tyler25 Richard37'
Take the following actions:
	apply the following category: ''Tyler25''
	and mark the message as Read
	and move the message to folder 'Tyler25 Responses'
	and stop processing more rules on this message
",TRUE,processing\13923811763469418497,FALSE,None,Tyler25 Responses,6,1.39E+19,TRUE,,,,,,,,"""Tyler25 Richard37"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=d912965e58c24b0fb33a90871a12e338-Tyler25]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,Tyler25,,,FALSE,,,,TRUE,,Tyler25 Responses,FALSE,,,FALSE,TRUE,,,processing,TRUE,Unchanged
"If the message:
	the message was received from 'Jonathan24 Katherine13'
Take the following actions:
	apply the following category: ''Jonathan24''
	and mark the message as Read
	and move the message to folder '[folder not found]'
	and stop processing more rules on this message
Except if the message:
	the message was sent to 'Betty12 processing'
",TRUE,processing\13995869357507346433,TRUE,PropertiesInError,Jonathan24 Responses,7,1.40E+19,TRUE,,,,,,,,"""Jonathan24 Katherine13"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=f0639eda83bb4a368102663cb87772b5-Jonathan24_a9d16f]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,"""Betty12 processing"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=221fea68dc444bd18a809233c142f335-processing]",,,,,,,,,,,,,Jonathan24,,,FALSE,,,,TRUE,,,FALSE,,,FALSE,TRUE,,,processing,TRUE,Unchanged
"If the message:
	the message was received from 'Green22 Evelyn15'
Take the following actions:
	apply the following category: ''Green22''
	and mark the message as Read
	and move the message to folder 'Green22 Responses'
	and stop processing more rules on this message
",TRUE,processing\14139984545583202305,FALSE,None,Green22 Responses,9,1.41E+19,TRUE,,,,,,,,"""Green22 Evelyn15"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=860c9244ec69435e8c9447beaa18d997-Patel13]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,Green22,,,FALSE,,,,TRUE,,Green22 Responses,FALSE,,,FALSE,TRUE,,,processing,TRUE,Unchanged
"If the message:
	the message includes specific words in the subject 'New Sale' or 'New Donna15' or 'New Thompson27 Agreement'
Take the following actions:
	move the message to folder 'Title Laura30 (Thompson27)'
Except if the message:
	the message includes specific words in the subject 'RE: ' or 'RE:'
",TRUE,thompson27\13827798486877208577,FALSE,None,Title Laura30 (Subject),2,1.38E+19,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,New Sale New Donna15 New Thompson27 Agreement,RE:  RE:,,,,,,,,,,,,,,FALSE,,,,FALSE,,Title Laura30 (Thompson27),FALSE,,,FALSE,FALSE,,,thompson27,TRUE,Unchanged
"If the message:
	the message includes specific words in the subject or body 'New Order' or 'Title Order' or 'Title Request'
Take the following actions:
	move the message to folder 'Title Laura30 (Thompson27)'
Except if the message:
	the message includes specific words in the subject 'RE:' or 'RE: '
",TRUE,thompson27\13899856080915136513,FALSE,None,Title Laura30 (Subject or Body),3,1.39E+19,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,RE: RE: ,New Order Title Order Title Request,,,,,,,,,,,,,FALSE,,,,FALSE,,Title Laura30 (Thompson27),FALSE,,,FALSE,FALSE,,,thompson27,TRUE,Unchanged
"If the message:
	the message was received from 'Betty22 Jeffrey21' or 'Corrina Bouthilet' or 'Jonathan24 Katherine13' or 'Patricia12 Paul37'
	and the message has an attachment
	and the message includes specific words in the subject or body 'sale side' or 'New PA' or 'buyside' or 'thompson27 agreement' or 'buy side' or 'FWD: ' or 'FWD:' or 'FW:' or 'FW: ' or 'Title order' or 'order'
Take the following actions:
	move the message to folder 'Title Laura30 (Thompson27)'
	and stop processing more rules on this message
",TRUE,thompson27\13971913674953064449,FALSE,None,Title Laura30 (Internal Sender),4,1.40E+19,TRUE,,,,,,,,"""Betty22 Jeffrey21"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=80cb42b43eb34cdcb7efbe33cc47c456-betty22] ""Corrina Bouthilet"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=705ed798391c4b569789d1f6b9b0de2b-Corrina] ""Jonathan24 Katherine13"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=f0639eda83bb4a368102663cb87772b5-Jonathan24_a9d16f] ""Patricia12 Paul37"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=4391a39bc52346e5bb68d1874947b06c-Patricia12]",,TRUE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,sale side New PA buyside thompson27 agreement buy side FWD:  FWD: FW: FW:  Title order order,,,,,,,,,,,,,FALSE,,,,FALSE,,Title Laura30 (Thompson27),FALSE,,,FALSE,TRUE,,,thompson27,TRUE,Unchanged
"If the message:
	the sender's address contains these words: 'elliemae.com' or 'myers42@cruz2911.example'
	and the message includes specific words in the subject or body 'Click here to visit the website' or 'Click here to download'
Take the following actions:
	move the message to folder 'Watson24'
",TRUE,thompson27\14043971268990992385,FALSE,None,Watson24 Rules (Sender & Subject/Body),5,1.40E+19,TRUE,,,,,,elliemae.com myers42@cruz2911.example,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,Click here to visit the website Click here to download,,,,,,,,,,,,,FALSE,,,,FALSE,,Watson24,FALSE,,,FALSE,FALSE,,,thompson27,TRUE,Unchanged
"If the message:
	the sender's address contains these words: 'elliemae.com' or 'remotedocs.com' or 'heather25_laura29@cruz2912.example' or 'cruz2910.example' or 'lendingpartner' or 'richardson26@cruz2913.example' or 'nathan37@cruz2913.example'
	and the message includes specific words in the subject 'Donna15 anna26' or 'RemoteDocs Kelly58' or 'completed' or 'donna15 carter17' or 'Secure Message' or 'Secure Document'
Take the following actions:
	move the message to folder 'Watson24'
Except if the message:
	the message includes specific words in the subject 'RE:'
",TRUE,thompson27\14116028863028920321,FALSE,None,Watson24 Rules (Sender & Subject),6,1.41E+19,TRUE,,,,,,elliemae.com remotedocs.com heather25_laura29@cruz2912.example cruz2910.example lendingpartner richardson26@cruz2913.example nathan37@cruz2913.example,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,Donna15 anna26 RemoteDocs Kelly58 completed donna15 carter17 Secure Message Secure Document,RE:,,,,,,,,,,,,,,FALSE,,,,FALSE,,Watson24,FALSE,,,FALSE,FALSE,,,thompson27,TRUE,Unchanged
"If the message:
	the sender's address contains these words: 'richardson48@cruz2914.example' or 'securemailer.d' or 'brenda48@cruz2915.example'
Take the following actions:
	move the message to folder 'Watson24'
	and stop processing more rules on this message
Except if the message:
	the message includes specific words in the subject 'RE:'
",TRUE,thompson27\14188086457066848257,FALSE,None,Watson24 Rules (Sender Address),7,1.42E+19,TRUE,,,,,,richardson48@cruz2914.example securemailer.d brenda48@cruz2915.example,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,RE:,,,,,,,,,,,,,,FALSE,,,,FALSE,,Watson24,FALSE,,,FALSE,TRUE,,,thompson27,TRUE,Unchanged
"If the message:
	the message includes specific words in the subject 'New secure message from Summit Lending' or 'Title'
	and the message includes specific words in the subject or body 'These are your wood21 to be signed and notarized' or 'Request for title'
Take the following actions:
	move the message to folder 'Watson24'
Except if the message:
	the message includes specific words in the subject 'RE:'
",TRUE,thompson27\14260144051104776193,FALSE,None,Watson24 Rules (Subject and Subject & Body),8,1.43E+19,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,New secure message from Summit Lending Title,RE:,These are your wood21 to be signed and notarized Request for title,,,,,,,,,,,,,FALSE,,,,FALSE,,Watson24,FALSE,,,FALSE,FALSE,,,thompson27,TRUE,Unchanged
"If the message:
	the message includes specific words in the subject 'Your wood21 for' or 'Donna15 wood21 are available' or 'Preliminary HUD and Donna15 instructions' or 'Donna15 Anna26' or 'Donna15 Figures' or 'Donna15 Wood21 for'
Take the following actions:
	move the message to folder 'Watson24'
Except if the message:
	the message includes specific words in the subject 'RE:'
",TRUE,thompson27\14332201645142704129,FALSE,None,Watson24 Rules (Subject Melissa29),9,1.43E+19,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,Your wood21 for Donna15 wood21 are available Preliminary HUD and Donna15 instructions Donna15 Anna26 Donna15 Figures Donna15 Wood21 for,RE:,,,,,,,,,,,,,,FALSE,,,,FALSE,,Watson24,FALSE,,,FALSE,FALSE,,,thompson27,TRUE,Unchanged
"If the message:
	the message was received from 'kenneth26.collins17@cruz2916.example' or 'kathleen9.steven22.hughes14@freemail1.example' or 'price34@cruz2916.example' or 'king12@cruz2917.example' or 'morgan47@cruz2916.example' or 'alvarez19@cruz2918.example' or 'christina15@cruz2919.example'or...
Take the following actions:
	move the message to folder 'Walker16'
",TRUE,thompson27\14404259239180632065,FALSE,None,Walker16,10,1.44E+19,TRUE,,,,,,,,"""kenneth26.collins17@cruz2916.example"" [SMTP:kenneth26.collins17@cruz2916.example] ""kathleen9.steven22.hughes14@freemail1.example"" [SMTP:kathleen9.steven22.hughes14@freemail1.example] ""price34@cruz2916.example"" [SMTP:price34@cruz2916.example] ""king12@cruz2917.example"" [SMTP:king12@cruz2917.example] ""morgan47@cruz2916.example"" [SMTP:morgan47@cruz2916.example] ""alvarez19@cruz2918.example"" [SMTP:alvarez19@cruz2918.example] ""christina15@cruz2919.example"" [SMTP:christina15@cruz2919.example] ""green32@cruz2916.example"" [SMTP:green32@cruz2916.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Walker16,FALSE,,,FALSE,FALSE,,,thompson27,TRUE,Unchanged
"If the message:
	the message includes specific words in the subject 'pages fax message from' or 'page fax message from'
Take the following actions:
	move the message to folder 'Faxes'
",TRUE,thompson27\14476316833218560001,FALSE,None,Faxes (Subject),11,1.45E+19,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,pages fax message from page fax message from,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Faxes,FALSE,,,FALSE,FALSE,,,thompson27,TRUE,Unchanged
"If the message:
	the message was received from 'eFax Corporate' or 'thompson24@cruz2920.example'
Take the following actions:
	move the message to folder 'Faxes'
	and stop processing more rules on this message
",TRUE,thompson27\14548374427256487937,FALSE,None,Faxes (Sender Address),12,1.45E+19,TRUE,,,,,,,,"""eFax Corporate"" [SMTP:nelson24@cruz298.example] ""thompson24@cruz2920.example"" [SMTP:thompson24@cruz2920.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Faxes,FALSE,,,FALSE,TRUE,,,thompson27,TRUE,Unchanged
"If the message:
	the message was sent to 'Patricia12 Paul37' or 'Corrina Bouthilet' or 'Scott59 Cochran' or 'Sheri Haines' or 'Christine13 Ortiz24' or 'Kari Ronsberg'
",TRUE,thompson27\14620432021294415873,FALSE,None,Closer Recipient Rule,13,1.46E+19,FALSE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Patricia12 Paul37"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=4391a39bc52346e5bb68d1874947b06c-Patricia12] ""Corrina Bouthilet"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=705ed798391c4b569789d1f6b9b0de2b-Corrina] ""Scott59 Cochran"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=fb7e53ccedfb45aebec4d3d164f2b77c-Scott59] ""Sheri Haines"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=101da0799cbe4cd294a55712b4576a32-Sheri] ""Christine13 Ortiz24"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=2c50a7c563894f87a57c718b66d84a29-Christine13] ""Kari Ronsberg"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=9fa76a32b6f44e658610a4cefed86d51-Kari]",,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,FALSE,,,thompson27,TRUE,Unchanged
"If the message:
	the message was received from 'sanchez27@cruz297.example'
	and the message includes specific words in the subject 'Outgoing Wire Kelly58'
Take the following actions:
	delete the message
	and mark the message as Read
	and stop processing more rules on this message
",TRUE,support\14239932304427319297,FALSE,None,MidCountry Morgan50 - Outgoing,1,1.42E+19,TRUE,,,,,,,,"""sanchez27@cruz297.example"" [SMTP:sanchez27@cruz297.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,Outgoing Wire Kelly58,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,FALSE,,,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the message was received from 'sanchez27@cruz297.example'
	and the message includes specific words in the subject 'Melissa27 Wire Kelly58'
Take the following actions:
	delete the message
	and mark the message as Read
	and stop processing more rules on this message
",TRUE,support\14311989898465247233,FALSE,None,MidCountry Morgan50 - Melissa27,2,1.43E+19,TRUE,,,,,,,,"""sanchez27@cruz297.example"" [SMTP:sanchez27@cruz297.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,Melissa27 Wire Kelly58,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,FALSE,,,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the body of the message contains the words 'Refinance'
	and the message was received from 'brooks37@cruz2921.example'
Take the following actions:
	move the message to folder '.Refi - Title Laura30'
	and stop processing more rules on this message
",TRUE,support\14456105086541103105,FALSE,None,Website Laura30 - Refinance,3,1.45E+19,TRUE,,Refinance,,,,,,"""brooks37@cruz2921.example"" [SMTP:brooks37@cruz2921.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,.Refi - Title Laura30,FALSE,,,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the message was received from 'hughes31.davis44@cruz2922.example' or 'noreply@cruz2922.example'
Take the following actions:
	mark the message as Read
	and move the message to folder 'Completed'
	and stop processing more rules on this message
",TRUE,support\14528162680579031041,FALSE,None,"Well Disclosures, ECRVs",4,1.45E+19,TRUE,,,,,,,,"""hughes31.davis44@cruz2922.example"" [SMTP:hughes31.davis44@cruz2922.example] ""noreply@cruz2922.example"" [SMTP:noreply@cruz2922.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,TRUE,,Completed,FALSE,,,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the message was received from 'nancy29-service@cruz2923.example'
Take the following actions:
	forward the message to 'Betty12 Sales'
	and mark the message as Read
	and move the message to folder 'Completed'
	and stop processing more rules on this message
",TRUE,support\14600220274616958977,FALSE,None,For all messages from Title Quote App - Message Center,5,1.46E+19,TRUE,,,,,,,,"""nancy29-service@cruz2923.example"" [SMTP:nancy29-service@cruz2923.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,"""Betty12 Sales"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=57bb7c8caa1f4b2eb5f598baa609dac5-Betty12 Sale]",TRUE,,Completed,FALSE,,,FALSE,TRUE,,,support,TRUE,Unchanged
